ticket_nro,fecha_hora,dni_cliente,sucursal,empleado_id,metodo_pago_id,canal_venta,total_venta,campania_id
1552,2025-02-18 23:59:00,42520755,Tienda Online,10,5,Web,106546.05,
1553,2024-05-09 07:18:00,18123867,Tienda Online,9,4,Web,199082.91999999998,
1554,2024-02-14 01:43:00,20267062,Tienda Online,9,5,Web,137510.28,
1555,2024-10-02 17:24:00,14684875,Centro,2,3,Presencial,33823.38,
1556,2025-06-24 14:00:00,23048327,Centro,2,3,Presencial,99179.32,
1557,2025-05-18 23:25:00,17318490,Tienda Online,10,2,Web,109727.26000000001,
1558,2025-06-15 12:51:00,25273674,Tienda Online,10,3,Web,138815.76,5
1559,2024-04-04 13:07:00,31630635,Tienda Online,9,2,Web,165994.95,
1560,2024-03-25 18:41:00,11723249,Tienda Online,10,4,Web,65822.86,
1561,2024-08-12 08:30:00,12409147,Tienda Online,9,1,Web,163436.26,
1562,2025-01-13 23:41:00,26431104,Shopping,7,3,Presencial,68006.18,
1563,2025-11-11 00:24:00,19283286,Centro,1,3,Presencial,120105.78,4
1564,2024-04-07 01:59:00,14041987,Shopping,7,2,Presencial,76063.44,
1565,2025-10-30 07:35:00,32199028,Norte,4,4,Presencial,58285.97,
1566,2024-03-12 16:57:00,28696734,Tienda Online,10,3,Web,70078.40000000001,
1567,2024-06-12 07:35:00,22755970,Norte,4,4,Presencial,99434.67,
1568,2025-07-18 23:56:00,23048327,Shopping,7,1,Presencial,33823.38,
1569,2024-12-01 11:48:00,34898161,Norte,4,1,Presencial,32677.97,
1570,2024-06-26 07:28:00,30028290,Centro,2,3,Presencial,21871.44,
1571,2025-06-18 04:53:00,40450329,Shopping,7,1,Presencial,47716.509999999995,5
1572,2025-11-01 09:01:00,18494838,Shopping,7,3,Presencial,149072.03,
1573,2025-10-11 10:14:00,15407475,Centro,1,1,Presencial,101829.56,
1574,2024-06-01 08:51:00,16951572,Norte,4,3,Presencial,130460.20999999999,
1575,2025-11-15 06:15:00,15407475,Tienda Online,10,4,Web,248407.83000000002,
1576,2025-02-22 18:37:00,29368328,Tienda Online,10,5,Web,165996.96000000002,
1577,2024-04-21 17:25:00,23222803,Norte,4,5,Presencial,78062.24,
1578,2024-11-10 01:49:00,11723249,Tienda Online,10,4,Web,192646.69,
1579,2024-12-31 08:45:00,34929174,Norte,5,2,Presencial,98500.83,
1580,2025-09-19 16:49:00,32012128,Centro,2,2,Presencial,129508.39,
1581,2025-06-24 17:38:00,23222803,Tienda Online,9,5,Web,131706.66,
1582,2024-06-13 12:39:00,26654221,Tienda Online,10,2,Web,21871.44,
1583,2024-01-31 04:02:00,17245195,Shopping,7,4,Presencial,66289.78,
1584,2025-05-23 04:51:00,23499019,Centro,2,5,Presencial,94072.68000000001,
1585,2025-09-10 01:41:00,10770478,Tienda Online,9,1,Web,33823.38,
1586,2025-05-01 03:59:00,22960720,Tienda Online,10,1,Web,36700.58,
1587,2025-10-29 18:56:00,37133232,Tienda Online,9,1,Web,157539.77000000002,
1588,2024-09-21 03:21:00,26594901,Tienda Online,10,4,Web,96430.0,
1589,2024-12-11 18:05:00,27715659,Centro,1,1,Presencial,191968.2,
1590,2024-04-18 14:33:00,32833825,Tienda Online,9,5,Web,183846.22999999998,
1591,2025-07-02 06:45:00,18474473,Tienda Online,9,3,Web,94323.42,
1592,2025-11-16 10:00:00,41996735,Norte,4,2,Presencial,59647.75,4
1593,2024-12-26 15:33:00,14887419,Tienda Online,9,4,Web,135543.85,
1594,2025-01-08 23:47:00,31231220,Shopping,7,1,Presencial,170457.64,
1595,2024-02-17 22:08:00,37011889,Tienda Online,9,3,Web,94386.96,
1596,2024-08-15 19:43:00,30090967,Norte,5,3,Presencial,33823.38,
1597,2024-11-04 03:39:00,43453305,Tienda Online,9,5,Web,41361.66,
1598,2024-02-17 05:01:00,10038379,Tienda Online,10,3,Web,144584.95,
1599,2024-09-07 07:53:00,30549138,Centro,2,2,Presencial,41361.66,
1600,2024-05-01 09:25:00,15745388,Centro,1,4,Presencial,180903.88,
1601,2025-07-30 16:59:00,30390056,Norte,4,1,Presencial,135281.7,
1602,2025-03-21 12:37:00,23048327,Tienda Online,10,4,Web,54692.48,4
1603,2024-05-05 12:20:00,40632634,Tienda Online,10,3,Web,177608.33000000002,
1604,2025-11-18 06:10:00,39924755,Centro,1,1,Presencial,80181.78,4
1605,2024-05-19 00:21:00,13495405,Tienda Online,9,4,Web,123131.86,
1606,2025-06-25 14:43:00,25691522,Tienda Online,9,5,Web,199080.91,
1607,2024-12-08 12:38:00,10027242,Centro,2,3,Presencial,125540.29000000001,
1608,2024-09-20 00:18:00,35433541,Tienda Online,10,2,Web,133025.45,
1609,2024-06-11 14:53:00,36669833,Centro,2,1,Presencial,163405.19,
1610,2024-06-29 05:59:00,38701583,Centro,1,4,Presencial,91430.86,
1611,2024-06-17 01:57:00,34764543,Tienda Online,10,2,Web,41361.66,
1612,2025-07-19 13:47:00,17779366,Norte,4,5,Presencial,65050.66,
1613,2024-01-09 07:04:00,36669833,Centro,1,2,Presencial,201454.86,
1614,2025-03-08 18:38:00,29674861,Centro,2,1,Presencial,82723.32,
1615,2024-02-10 11:41:00,20369856,Tienda Online,10,1,Web,148090.22,
1616,2025-03-27 05:27:00,12409147,Tienda Online,10,3,Web,69845.47,
1617,2024-11-28 08:52:00,39176602,Tienda Online,10,2,Web,33144.89,
1618,2025-09-11 07:40:00,25442738,Tienda Online,10,4,Web,55016.33,
1619,2024-04-30 13:13:00,16951572,Tienda Online,10,3,Web,151820.44,
1620,2025-07-20 21:59:00,35444008,Tienda Online,10,3,Web,96896.92,
1621,2024-01-03 14:17:00,17019579,Tienda Online,9,3,Web,65822.86,
1622,2024-04-15 19:17:00,25333944,Centro,2,2,Presencial,32525.33,
1623,2024-11-02 08:07:00,16778091,Shopping,7,3,Presencial,130255.44,
1624,2024-03-09 01:23:00,36913358,Tienda Online,10,3,Web,151744.46000000002,
1625,2025-11-30 01:08:00,14868286,Shopping,7,4,Presencial,66968.26999999999,
1626,2024-09-09 13:27:00,17507729,Centro,2,5,Presencial,119973.6,
1627,2024-10-02 09:13:00,28688292,Tienda Online,9,2,Web,171420.1,
1628,2024-04-30 04:52:00,38701583,Centro,1,4,Presencial,144284.54,
1629,2025-08-02 06:56:00,35433541,Tienda Online,9,3,Web,146506.12,
1630,2025-03-09 09:21:00,22179530,Shopping,7,3,Presencial,102756.37000000001,
1631,2024-01-28 00:09:00,12409147,Shopping,7,5,Presencial,98967.75,
1632,2024-12-28 23:35:00,18363463,Norte,4,3,Presencial,82908.74,
1633,2024-08-31 22:44:00,35821297,Tienda Online,10,5,Web,173279.43,
1634,2025-05-28 18:36:00,20905308,Tienda Online,10,3,Web,150441.2,
1635,2024-07-22 07:07:00,26591977,Shopping,7,2,Presencial,120481.78,
1636,2025-07-09 22:42:00,44032415,Shopping,7,4,Presencial,174720.72999999998,
1637,2024-06-21 12:22:00,18494838,Tienda Online,10,2,Web,90892.58,
1638,2024-12-24 00:17:00,16604711,Shopping,7,5,Presencial,66968.26999999999,
1639,2025-07-19 14:02:00,30132463,Tienda Online,9,5,Web,32320.56,
1640,2024-06-22 05:32:00,35442729,Shopping,7,3,Presencial,158991.48,
1641,2024-09-25 11:41:00,41410296,Centro,2,5,Presencial,32525.33,
1642,2025-10-24 01:20:00,20714555,Tienda Online,9,2,Web,33144.89,
1643,2025-01-14 06:51:00,29302634,Centro,1,5,Presencial,182109.42,
1644,2025-06-25 04:54:00,40450329,Tienda Online,10,4,Web,131473.11000000002,
1645,2025-02-04 09:36:00,28731761,Tienda Online,10,5,Web,34182.8,
1646,2024-08-21 15:48:00,20905308,Centro,1,2,Presencial,156486.47,
1647,2024-04-27 00:25:00,18792148,Shopping,7,5,Presencial,135941.28,
1648,2024-07-20 15:41:00,28731761,Norte,5,4,Presencial,130873.52,
1649,2024-09-14 20:37:00,17686170,Tienda Online,9,2,Web,110587.57,
1650,2025-07-17 15:03:00,32833825,Tienda Online,10,1,Web,176655.18,
1651,2024-03-20 16:56:00,41996735,Norte,6,2,Presencial,69845.47,
1652,2024-01-12 05:38:00,20267062,Tienda Online,10,3,Web,58572.020000000004,
1653,2025-08-04 01:24:00,21983483,Shopping,7,4,Presencial,100684.15,
1654,2024-12-11 21:21:00,21260138,Tienda Online,10,4,Web,66501.35,
1655,2025-08-27 20:35:00,28669062,Centro,1,1,Presencial,167807.03000000003,
1656,2025-06-01 17:50:00,44321020,Centro,1,3,Presencial,131968.19,
1657,2025-04-23 04:29:00,34651431,Tienda Online,10,4,Web,167726.74,
1658,2024-06-19 19:41:00,12667017,Tienda Online,10,1,Web,94539.6,
1659,2024-10-24 08:03:00,30390056,Tienda Online,10,4,Web,41361.66,
1660,2024-08-21 08:27:00,16065254,Tienda Online,9,3,Web,67327.69,
1661,2024-08-04 00:45:00,41690133,Tienda Online,9,4,Web,184708.11000000002,
1662,2025-06-08 15:25:00,27753960,Centro,1,5,Presencial,167293.0,
1663,2025-02-13 00:49:00,11809687,Tienda Online,10,3,Web,163966.28,
1664,2024-03-20 18:36:00,26594901,Norte,4,4,Presencial,61037.3,
1665,2025-08-14 23:04:00,38153498,Shopping,7,4,Presencial,193882.94,
1666,2024-07-27 07:57:00,27244970,Centro,1,1,Presencial,91716.91,
1667,2025-08-28 18:16:00,10630650,Tienda Online,9,2,Web,69845.47,
1668,2024-04-25 09:38:00,26431104,Tienda Online,10,5,Web,163431.05000000002,
1669,2025-01-11 08:49:00,24580721,Norte,4,5,Presencial,154649.47,
1670,2024-03-18 15:54:00,34929174,Norte,5,5,Presencial,28716.74,
1671,2025-10-18 09:15:00,28981002,Tienda Online,10,2,Web,172477.62,
1672,2024-02-17 03:54:00,18494838,Tienda Online,9,1,Web,116005.5,
1673,2025-06-14 21:51:00,35821297,Centro,2,4,Presencial,193225.62,5
1674,2025-10-08 09:24:00,39176602,Centro,1,1,Presencial,126587.15000000001,
1675,2024-06-28 14:22:00,37406784,Centro,1,3,Presencial,203156.97,
1676,2024-03-24 06:05:00,12132899,Tienda Online,9,3,Web,96722.92,
1677,2024-06-08 07:36:00,35442729,Centro,1,3,Presencial,161042.34000000003,
1678,2024-11-21 04:32:00,30873468,Centro,1,1,Presencial,102370.8,
1679,2024-10-12 23:11:00,20714555,Tienda Online,10,2,Web,172682.13,
1680,2025-02-13 14:01:00,31084522,Tienda Online,9,2,Web,137173.16,
1681,2025-08-22 02:30:00,14755156,Shopping,7,3,Presencial,63233.100000000006,
1682,2025-06-21 13:12:00,34798543,Tienda Online,9,2,Web,32525.33,
1683,2024-03-15 15:29:00,39677512,Centro,1,5,Presencial,137046.67,
1684,2025-04-20 16:54:00,36891021,Norte,4,5,Presencial,87227.38,
1685,2024-04-07 11:10:00,14616506,Centro,2,5,Presencial,56054.240000000005,
1686,2024-03-09 09:53:00,30196404,Tienda Online,10,1,Web,169395.39,
1687,2024-10-18 19:15:00,10038379,Centro,2,2,Presencial,183469.31,
1688,2024-12-01 22:54:00,25145607,Shopping,7,3,Presencial,100005.66,
1689,2024-08-27 11:29:00,30831897,Norte,6,1,Presencial,156722.31,
1690,2025-08-05 18:36:00,17245195,Tienda Online,10,1,Web,131079.72,
1691,2025-02-22 13:57:00,12108087,Norte,6,5,Presencial,57433.48,
1692,2024-10-24 00:13:00,34306027,Tienda Online,10,2,Web,117942.01999999999,
1693,2024-11-19 13:48:00,24377188,Norte,6,1,Presencial,87855.2,
1694,2024-12-24 02:07:00,14695862,Shopping,7,4,Presencial,32320.56,
1695,2025-09-28 19:55:00,37403776,Shopping,7,1,Presencial,63346.86,
1696,2025-04-04 09:46:00,22660246,Norte,6,5,Presencial,176336.11,
1697,2025-02-27 10:58:00,20256869,Norte,5,5,Presencial,28716.74,
1698,2024-12-31 03:03:00,27929653,Tienda Online,9,2,Web,176952.36,
1699,2024-12-28 17:22:00,17471301,Shopping,7,3,Presencial,33823.38,
1700,2025-04-07 08:53:00,39672841,Norte,4,5,Presencial,152642.61000000002,
1701,2024-01-19 08:29:00,36669833,Centro,2,5,Presencial,61861.630000000005,
1702,2024-02-10 08:08:00,12675011,Tienda Online,10,3,Web,127278.95000000001,
1703,2024-01-13 05:10:00,26127866,Shopping,7,3,Presencial,36700.58,
1704,2025-03-23 20:29:00,16898363,Tienda Online,10,2,Web,158106.21,
1705,2025-03-18 16:38:00,31169695,Tienda Online,10,5,Web,29569.23,
1706,2024-04-30 20:27:00,12409147,Shopping,7,5,Presencial,54192.0,
1707,2025-01-22 03:25:00,12108087,Shopping,7,3,Presencial,161376.52000000002,
1708,2025-04-10 23:20:00,34651431,Norte,4,2,Presencial,167567.15,
1709,2024-07-20 02:43:00,12645604,Shopping,7,1,Presencial,168466.61000000002,
1710,2025-02-21 06:08:00,30196404,Tienda Online,10,3,Web,33823.38,
1711,2024-01-14 04:42:00,44670267,Tienda Online,10,1,Web,21871.44,
1712,2025-07-22 15:18:00,15834366,Tienda Online,10,2,Web,73401.16,
1713,2024-02-23 13:25:00,24097997,Centro,1,1,Presencial,41361.66,
1714,2025-06-27 21:52:00,10038379,Centro,2,4,Presencial,33823.38,
1715,2025-08-29 04:02:00,29142751,Tienda Online,9,1,Web,21871.44,
1716,2024-01-24 20:45:00,37406784,Centro,1,3,Presencial,90578.37,
1717,2025-10-26 06:22:00,14310325,Shopping,7,1,Presencial,21871.44,
1718,2025-04-19 11:54:00,11735763,Tienda Online,10,3,Web,91893.53,
1719,2024-08-18 17:32:00,33776507,Shopping,7,1,Presencial,210447.83000000002,
1720,2024-06-09 05:43:00,39559360,Norte,5,3,Presencial,180451.95,
1721,2025-03-06 04:45:00,38195354,Norte,4,5,Presencial,69928.03,4
1722,2024-07-22 23:14:00,12132899,Shopping,7,1,Presencial,143965.39,
1723,2024-05-12 06:07:00,17507729,Centro,1,3,Presencial,101598.96,
1724,2025-04-23 19:55:00,16100827,Tienda Online,9,3,Web,155807.97999999998,
1725,2024-05-06 18:54:00,16194045,Tienda Online,10,2,Web,134974.45,
1726,2025-05-04 16:10:00,17245195,Centro,2,1,Presencial,36700.58,
1727,2024-01-27 20:35:00,26297346,Centro,2,4,Presencial,66289.78,
1728,2025-11-29 04:32:00,14598388,Tienda Online,10,5,Web,129095.98,
1729,2025-04-16 12:50:00,25442983,Tienda Online,10,5,Web,74506.55,
1730,2025-07-01 11:32:00,16744926,Centro,2,2,Presencial,32320.56,
1731,2024-03-07 14:26:00,19706758,Centro,1,2,Presencial,83761.23,
1732,2025-06-21 05:05:00,22660246,Tienda Online,10,1,Web,110101.74,
1733,2025-02-02 01:57:00,31630635,Shopping,7,3,Presencial,91816.43,
1734,2025-02-06 09:42:00,21678777,Tienda Online,9,2,Web,171420.1,
1735,2024-03-18 14:08:00,34929174,Tienda Online,9,5,Web,152440.0,
1736,2025-01-22 01:10:00,30873468,Shopping,7,5,Presencial,61861.630000000005,
1737,2025-10-17 16:08:00,25691522,Tienda Online,9,3,Web,124475.17000000001,
1738,2025-03-16 05:27:00,28669062,Norte,4,1,Presencial,197841.79,
1739,2024-08-01 03:33:00,12910178,Tienda Online,10,2,Web,157079.72,
1740,2025-09-27 10:45:00,28514090,Norte,5,3,Presencial,43012.899999999994,
1741,2025-08-27 08:46:00,33606133,Centro,2,1,Presencial,36700.58,
1742,2025-07-29 11:35:00,32384600,Shopping,7,3,Presencial,62540.119999999995,
1743,2024-07-16 20:11:00,26871415,Shopping,7,4,Presencial,97737.88,
1744,2025-05-28 17:57:00,42590824,Shopping,7,2,Presencial,36700.58,
1745,2024-10-24 02:18:00,37011889,Shopping,7,5,Presencial,61861.630000000005,
1746,2025-02-14 10:26:00,43250363,Norte,6,5,Presencial,33144.89,
1747,2025-06-11 14:37:00,34552283,Tienda Online,10,4,Web,111440.06000000001,
1748,2024-05-02 01:43:00,27808512,Centro,1,5,Presencial,27916.74,
1749,2024-11-26 12:09:00,32899636,Tienda Online,10,4,Web,140235.7,
1750,2025-01-02 16:50:00,35433541,Tienda Online,9,1,Web,112245.04000000001,
1751,2024-12-11 17:47:00,39377500,Tienda Online,10,5,Web,41361.66,
1752,2025-01-26 12:02:00,29044583,Centro,1,3,Presencial,136793.77000000002,
1753,2024-01-06 04:54:00,12807087,Shopping,7,2,Presencial,32525.33,
1754,2024-11-21 16:02:00,14441842,Centro,1,1,Presencial,68006.18,
1755,2024-10-01 05:15:00,44032415,Tienda Online,9,5,Web,74039.63,
1756,2025-07-07 20:52:00,41156466,Shopping,7,5,Presencial,33823.38,
1757,2025-08-20 14:47:00,41740898,Tienda Online,10,1,Web,190279.12,
1758,2024-08-02 12:22:00,13463607,Centro,1,5,Presencial,110740.21,
1759,2025-05-18 10:12:00,39377500,Norte,5,1,Presencial,70930.89,
1760,2025-10-05 18:43:00,21484920,Tienda Online,10,2,Web,33823.38,
1761,2024-05-30 22:12:00,40515566,Tienda Online,9,1,Web,104028.27,
1762,2024-06-06 01:23:00,30301581,Norte,5,1,Presencial,126707.52,
1763,2024-03-09 17:31:00,20267062,Tienda Online,9,3,Web,56054.240000000005,
1764,2024-11-23 21:53:00,12645604,Tienda Online,10,4,Web,28716.74,
1765,2024-09-07 22:04:00,10027242,Tienda Online,10,2,Web,33144.89,
1766,2025-07-15 12:51:00,27244970,Tienda Online,9,5,Web,113851.97,
1767,2025-10-19 23:15:00,32828789,Shopping,7,3,Presencial,117119.16,
1768,2024-06-05 08:02:00,36775919,Tienda Online,9,4,Web,179991.08000000002,
1769,2025-11-26 19:33:00,26428983,Tienda Online,10,1,Web,109902.13,4
1770,2025-08-17 11:01:00,36562073,Norte,6,3,Presencial,135668.33000000002,
1771,2024-08-03 15:47:00,27808512,Centro,1,1,Presencial,155629.03,
1772,2024-06-20 13:49:00,19888757,Shopping,7,5,Presencial,143031.71,
1773,2025-08-30 13:37:00,22083413,Shopping,7,1,Presencial,98610.34,
1774,2025-07-06 17:51:00,12409147,Tienda Online,9,4,Web,145077.33000000002,
1775,2024-08-17 09:22:00,37388193,Tienda Online,10,4,Web,33823.38,
1776,2024-02-15 14:21:00,36891021,Shopping,7,3,Presencial,160620.84,
1777,2024-08-29 03:27:00,24097997,Norte,6,2,Presencial,33144.89,
1778,2024-11-21 15:01:00,16778091,Centro,1,3,Presencial,163331.77,
1779,2025-06-05 18:20:00,28567695,Tienda Online,10,1,Web,36700.58,
1780,2024-02-22 22:14:00,20369856,Tienda Online,9,1,Web,111207.13,
1781,2025-10-04 13:25:00,34070194,Tienda Online,9,5,Web,169645.42,
1782,2024-10-27 00:50:00,29044583,Tienda Online,10,4,Web,106642.42,
1783,2024-08-11 17:01:00,40515566,Tienda Online,10,2,Web,218962.71,
1784,2025-06-05 13:25:00,13463607,Tienda Online,9,2,Web,204595.76,
1785,2025-01-16 02:21:00,36562073,Tienda Online,10,3,Web,215554.47,
1786,2024-09-17 13:16:00,20905308,Shopping,7,1,Presencial,177262.92,
1787,2024-06-14 05:39:00,16100827,Tienda Online,10,5,Web,176905.51,
1788,2024-02-29 20:09:00,40890427,Norte,6,5,Presencial,77925.68,
1789,2024-10-22 22:40:00,14887419,Tienda Online,9,2,Web,102117.90000000001,
1790,2024-01-31 19:37:00,30279639,Centro,2,5,Presencial,226251.01,
1791,2024-03-20 00:03:00,41341494,Tienda Online,9,3,Web,88372.79,
1792,2024-08-13 09:10:00,25333944,Centro,1,1,Presencial,130882.77,
1793,2025-04-08 20:58:00,27675739,Norte,6,3,Presencial,114490.23999999999,
1794,2024-05-23 12:51:00,34929174,Norte,4,1,Presencial,115510.89,
1795,2024-09-26 03:09:00,26297346,Centro,1,5,Presencial,21871.44,
1796,2024-12-08 11:43:00,27675739,Tienda Online,10,2,Web,93562.63,
1797,2025-07-02 07:48:00,44533969,Centro,2,1,Presencial,82723.32,
1798,2024-03-26 12:45:00,43334803,Centro,2,4,Presencial,98610.34,
1799,2024-11-20 07:17:00,27675739,Tienda Online,9,2,Web,97575.41,
1800,2025-03-11 03:14:00,41690133,Shopping,7,2,Presencial,159051.13,4
1801,2024-01-16 16:35:00,42745601,Centro,2,1,Presencial,172854.74,
1802,2025-07-15 22:14:00,28456905,Tienda Online,9,2,Web,49589.66,
1803,2024-07-18 01:51:00,22755970,Norte,5,5,Presencial,88374.8,
1804,2024-06-06 00:55:00,26373518,Centro,1,4,Presencial,41361.66,
1805,2025-08-25 19:19:00,16604711,Norte,6,1,Presencial,62540.119999999995,
1806,2024-05-18 04:39:00,20905308,Norte,4,1,Presencial,150582.78,
1807,2025-01-07 06:11:00,12409147,Tienda Online,9,4,Web,61037.3,
1808,2025-02-25 23:11:00,41854862,Norte,4,3,Presencial,179620.24000000002,
1809,2025-03-15 06:35:00,32494103,Tienda Online,10,2,Web,82723.32,
1810,2024-09-05 09:26:00,24867952,Norte,4,3,Presencial,112764.02,
1811,2025-02-17 12:39:00,20226206,Tienda Online,10,5,Web,124037.47,
1812,2025-03-02 14:12:00,20254587,Norte,4,1,Presencial,73682.22,
1813,2024-10-04 13:26:00,44107468,Tienda Online,10,3,Web,61861.630000000005,
1814,2025-02-21 04:20:00,34651431,Norte,5,5,Presencial,61037.3,
1815,2025-02-01 16:51:00,10934065,Norte,6,2,Presencial,32320.56,
1816,2025-10-22 23:49:00,40514355,Tienda Online,9,2,Web,124084.98000000001,
1817,2025-03-15 08:24:00,27808512,Centro,1,5,Presencial,152540.19,
1818,2024-04-13 13:26:00,37388193,Tienda Online,10,5,Web,34182.8,
1819,2025-05-24 07:06:00,30390056,Norte,5,2,Presencial,97082.34000000001,
1820,2024-01-20 18:58:00,29142751,Tienda Online,9,4,Web,43742.88,
1821,2024-10-19 13:35:00,17740453,Tienda Online,10,5,Web,117556.45,
1822,2024-10-30 11:45:00,16123174,Tienda Online,9,2,Web,205389.32,
1823,2024-09-25 17:15:00,23499019,Norte,5,1,Presencial,132559.59,
1824,2025-11-29 18:47:00,30132463,Shopping,7,2,Presencial,53005.72,4
1825,2025-08-07 00:56:00,35059825,Tienda Online,9,4,Web,181545.23,
1826,2025-11-12 14:18:00,20369856,Tienda Online,9,4,Web,94182.19,
1827,2025-03-20 16:50:00,19179099,Norte,5,2,Presencial,32677.97,
1828,2025-08-15 22:20:00,25442983,Tienda Online,9,5,Web,32677.97,
1829,2025-11-02 05:30:00,14407860,Shopping,7,1,Presencial,120675.04999999999,4
1830,2024-12-03 10:19:00,34929174,Tienda Online,9,3,Web,70523.95999999999,
1831,2025-05-04 19:18:00,32012128,Shopping,7,1,Presencial,65822.86,
1832,2025-05-07 03:22:00,40515566,Tienda Online,9,1,Web,65670.22,
1833,2025-11-29 10:33:00,17678198,Tienda Online,10,1,Web,120198.08,4
1834,2024-03-17 20:44:00,27715659,Shopping,7,4,Presencial,126502.75,
1835,2025-10-14 17:02:00,12567397,Tienda Online,10,5,Web,59660.8,
1836,2024-05-01 11:53:00,22960720,Centro,2,1,Presencial,125911.88,
1837,2024-12-11 05:42:00,26297346,Tienda Online,10,2,Web,98095.29000000001,
1838,2024-03-07 15:55:00,22588451,Shopping,7,5,Presencial,214848.77000000002,
1839,2024-12-22 22:38:00,14041987,Shopping,7,2,Presencial,55016.33,
1840,2024-06-08 13:18:00,23048327,Tienda Online,10,2,Web,127664.52,
1841,2025-10-31 09:22:00,15285296,Norte,5,2,Presencial,163226.28,
1842,2025-02-25 13:57:00,12409147,Norte,4,5,Presencial,127540.66,
1843,2024-12-25 22:30:00,30090967,Shopping,7,2,Presencial,55694.81999999999,
1844,2024-10-11 16:04:00,15745388,Norte,5,2,Presencial,153010.99000000002,
1845,2024-08-21 12:43:00,10990382,Tienda Online,10,1,Web,41361.66,
1846,2025-03-29 04:58:00,14616506,Centro,1,5,Presencial,134507.53,
1847,2024-09-03 00:59:00,31084522,Centro,2,5,Presencial,132433.72,
1848,2025-09-19 11:21:00,16381102,Tienda Online,9,2,Web,88103.43000000001,
1849,2024-01-24 13:09:00,20371898,Shopping,7,3,Presencial,69845.47,
1850,2024-05-29 03:19:00,14616506,Tienda Online,10,5,Web,107651.44,
1851,2025-05-19 12:42:00,32279787,Centro,1,5,Presencial,62899.54000000001,
1852,2024-02-20 23:32:00,31625779,Tienda Online,10,3,Web,41361.66,
1853,2024-02-19 13:15:00,26373518,Centro,1,4,Presencial,115401.29000000001,
1854,2025-02-28 03:10:00,28731761,Tienda Online,9,4,Web,84118.64,
1855,2025-06-08 09:34:00,16951572,Tienda Online,9,4,Web,170376.98,
1856,2025-11-22 06:17:00,16951572,Tienda Online,9,2,Web,82723.32,
1857,2024-11-11 03:46:00,43172347,Norte,5,3,Presencial,41361.66,
1858,2024-11-18 15:39:00,24800101,Tienda Online,10,5,Web,70930.89,
1859,2024-10-11 05:36:00,41535292,Centro,2,4,Presencial,61861.630000000005,
1860,2025-01-02 06:11:00,22755970,Shopping,7,1,Presencial,177584.0,
1861,2024-04-02 15:06:00,10990382,Centro,2,1,Presencial,62899.54000000001,
1862,2024-06-30 04:04:00,17019579,Norte,6,2,Presencial,187554.12,
1863,2025-08-23 05:21:00,39559360,Norte,4,1,Presencial,54192.0,
1864,2024-02-19 03:37:00,13463607,Tienda Online,9,2,Web,97575.99,
1865,2024-02-29 22:03:00,20714555,Tienda Online,10,2,Web,121112.14,
1866,2024-03-06 17:32:00,11730076,Shopping,7,3,Presencial,33144.89,
1867,2025-09-28 04:52:00,16951572,Norte,5,1,Presencial,46741.770000000004,
1868,2024-03-18 09:43:00,19888757,Shopping,7,4,Presencial,55016.33,
1869,2024-12-27 06:41:00,34041232,Tienda Online,10,1,Web,177262.92,
1870,2025-03-04 02:17:00,42590824,Tienda Online,9,1,Web,167471.6,4
1871,2025-03-28 00:49:00,43172347,Tienda Online,9,4,Web,78478.8,4
1872,2025-10-13 17:38:00,19604467,Tienda Online,10,3,Web,165711.22,
1873,2025-07-04 19:16:00,19179099,Tienda Online,9,2,Web,55016.33,
1874,2024-08-01 04:19:00,18293899,Tienda Online,9,5,Web,149013.1,
1875,2025-06-20 04:45:00,35464823,Norte,5,1,Presencial,32525.33,
1876,2024-06-16 23:54:00,21787005,Norte,6,4,Presencial,58572.020000000004,
1877,2024-10-13 10:47:00,10949480,Tienda Online,9,2,Web,202147.22000000003,
1878,2025-03-27 17:27:00,41854862,Centro,1,5,Presencial,201008.88,
1879,2024-04-22 04:52:00,11730076,Tienda Online,9,1,Web,138084.58000000002,
1880,2025-08-21 07:21:00,20905308,Tienda Online,9,3,Web,65670.22,
1881,2025-11-03 12:40:00,17678198,Centro,1,1,Presencial,117296.31,
1882,2024-10-25 23:49:00,35821297,Centro,2,4,Presencial,33823.38,
1883,2025-11-27 04:54:00,26783807,Shopping,7,2,Presencial,33144.89,
1884,2024-03-06 13:28:00,13659179,Tienda Online,10,4,Web,28716.74,
1885,2025-10-07 07:29:00,12929120,Tienda Online,10,2,Web,56054.240000000005,
1886,2024-02-20 23:04:00,41453788,Norte,4,3,Presencial,131904.1,
1887,2025-04-07 23:03:00,16065254,Shopping,7,4,Presencial,163685.71000000002,
1888,2024-01-25 19:11:00,20267062,Shopping,7,4,Presencial,33144.89,
1889,2024-09-24 21:13:00,25086706,Tienda Online,9,1,Web,108222.43000000001,
1890,2024-04-22 16:13:00,32494103,Tienda Online,9,5,Web,162784.54,
1891,2024-03-06 11:53:00,26297346,Tienda Online,10,4,Web,41361.66,
1892,2024-07-14 17:49:00,42659965,Centro,1,3,Presencial,93920.04000000001,
1893,2024-01-13 03:31:00,26871415,Tienda Online,10,5,Web,91430.86,
1894,2024-04-03 20:45:00,34268915,Tienda Online,9,2,Web,139147.67,
1895,2025-02-02 14:28:00,39548449,Shopping,7,4,Presencial,128698.55,
1896,2025-05-02 01:25:00,17318490,Tienda Online,10,3,Web,166077.62,
