ticket_nro,fecha_hora,dni_cliente,sucursal,canal,empleado_id,metodo_pago_id,sku_variante,cantidad,costo_unitario_historico,precio_unitario_cobrado,promocion_id,subtotal
1209,2025-08-17 07:17:00,32839753,Tienda Online,Web,5,5,JOG-AZU-unico,1,16544.66,41361.66,,41361.66
1209,2025-08-17 07:17:00,32839753,Tienda Online,Web,5,5,CHU-NEG-S,1,13529.35,33823.38,,33823.38
1210,2025-11-02 06:50:00,38153498,Centro,Presencial,2,4,REM-TUR-XXL,1,13673.12,34182.8,,34182.8
1210,2025-11-02 06:50:00,38153498,Centro,Presencial,2,4,GOR-GRI-M,1,11486.7,28716.74,,28716.74
1210,2025-11-02 06:50:00,38153498,Centro,Presencial,2,4,GOR-ROJ-S,1,11486.7,23547.73,9.0,23547.73
1210,2025-11-02 06:50:00,38153498,Centro,Presencial,2,4,JEA-NEG-XXL,1,8748.58,21871.44,,21871.44
1211,2024-10-22 10:33:00,37274929,Centro,Presencial,2,5,REM-TUR-M,2,13673.12,34182.8,,68365.6
1212,2024-03-08 09:13:00,38870188,Tienda Online,Web,2,2,MUS-AZU-unico,1,12928.22,32320.56,,32320.56
1212,2024-03-08 09:13:00,38870188,Tienda Online,Web,2,2,CIN-TUR-XL,1,13257.96,33144.89,,33144.89
1212,2024-03-08 09:13:00,38870188,Tienda Online,Web,2,2,CAM-BEI-L,1,14680.23,36700.58,,36700.58
1213,2025-11-15 20:58:00,38701583,Tienda Online,Web,6,1,JEA-LAV-S,1,8748.58,17934.58,9.0,17934.58
1213,2025-11-15 20:58:00,38701583,Tienda Online,Web,6,1,GOR-GRI-XXL,1,11486.7,28716.74,,28716.74
1213,2025-11-15 20:58:00,38701583,Tienda Online,Web,6,1,CIN-MAR-L,2,13257.96,33144.89,,66289.78
1214,2024-03-05 05:32:00,11411585,Shopping,Presencial,3,3,JEA-LAV-L,1,8748.58,21871.44,,21871.44
1214,2024-03-05 05:32:00,11411585,Shopping,Presencial,3,3,CIN-ROS-XXL,1,13257.96,33144.89,,33144.89
1214,2024-03-05 05:32:00,11411585,Shopping,Presencial,3,3,REM-CEL-XXL,1,13673.12,34182.8,,34182.8
1214,2024-03-05 05:32:00,11411585,Shopping,Presencial,3,3,JOG-AZU-unico,1,16544.66,41361.66,,41361.66
1214,2024-03-05 05:32:00,11411585,Shopping,Presencial,3,3,JOG-ÍND-XXL,1,16544.66,41361.66,,41361.66
1215,2025-06-08 13:44:00,20565131,Tienda Online,Web,4,2,CIN-TUR-XL,1,13257.96,33144.89,,33144.89
1215,2025-06-08 13:44:00,20565131,Tienda Online,Web,4,2,GOR-GRI-unico,1,11486.7,28716.74,,28716.74
1215,2025-06-08 13:44:00,20565131,Tienda Online,Web,4,2,CIN-ROS-S,1,13257.96,33144.89,,33144.89
1215,2025-06-08 13:44:00,20565131,Tienda Online,Web,4,2,GOR-ROJ-XXL,2,11486.7,28716.74,,57433.48
1216,2025-05-21 19:01:00,42745601,Norte,Presencial,7,4,REM-CEL-S,1,13673.12,23927.96,5.0,23927.96
1216,2025-05-21 19:01:00,42745601,Norte,Presencial,7,4,REM-TUR-XXL,2,13673.12,34182.8,,68365.6
1217,2025-10-26 11:33:00,28427922,Tienda Online,Web,6,1,MUS-CEL-L,1,12928.22,32320.56,,32320.56
1218,2025-08-31 17:46:00,26871415,Norte,Presencial,10,1,BUZ-NEG-XL,1,11827.69,29569.23,,29569.23
1218,2025-08-31 17:46:00,26871415,Norte,Presencial,10,1,CHU-NEG-XL,1,13529.35,33823.38,,33823.38
1218,2025-08-31 17:46:00,26871415,Norte,Presencial,10,1,CIN-MAR-M,1,13257.96,33144.89,,33144.89
1218,2025-08-31 17:46:00,26871415,Norte,Presencial,10,1,SWE-MAR-unico,1,13010.13,32525.33,,32525.33
1218,2025-08-31 17:46:00,26871415,Norte,Presencial,10,1,CHU-NEG-XXL,1,13529.35,33823.38,,33823.38
1219,2025-03-11 10:00:00,14667767,Tienda Online,Web,1,1,GOR-GRI-unico,1,11486.7,28716.74,,28716.74
1219,2025-03-11 10:00:00,14667767,Tienda Online,Web,1,1,MUS-CEL-M,1,12928.22,32320.56,,32320.56
1220,2024-03-17 18:07:00,24105121,Norte,Presencial,8,1,REM-TUR-XXL,1,13673.12,34182.8,,34182.8
1220,2024-03-17 18:07:00,24105121,Norte,Presencial,8,1,CHU-VER-XL,1,13529.35,33823.38,,33823.38
1220,2024-03-17 18:07:00,24105121,Norte,Presencial,8,1,GOR-GRI-S,1,11486.7,28716.74,,28716.74
1220,2024-03-17 18:07:00,24105121,Norte,Presencial,8,1,MUS-CEL-L,2,12928.22,32320.56,,64641.12
1221,2025-09-09 20:27:00,17728908,Norte,Presencial,6,1,CHU-NEG-unico,1,13529.35,33823.38,,33823.38
1221,2025-09-09 20:27:00,17728908,Norte,Presencial,6,1,JEA-LAV-M,1,8748.58,21871.44,,21871.44
1221,2025-09-09 20:27:00,17728908,Norte,Presencial,6,1,BUZ-AZU-L,1,11827.69,29569.23,,29569.23
1222,2024-08-25 01:40:00,39651079,Tienda Online,Web,9,3,CIN-MAR-M,1,13257.96,33144.89,,33144.89
1223,2025-08-14 23:34:00,42938462,Tienda Online,Web,9,3,JOG-AZU-XL,1,16544.66,41361.66,,41361.66
1224,2024-02-11 10:38:00,23902095,Tienda Online,Web,2,4,CIN-ROS-L,1,13257.96,33144.89,,33144.89
1224,2024-02-11 10:38:00,23902095,Tienda Online,Web,2,4,REM-VIO-XXL,1,13071.19,32677.97,,32677.97
1224,2024-02-11 10:38:00,23902095,Tienda Online,Web,2,4,BUZ-AZU-unico,1,11827.69,29569.23,,29569.23
1225,2025-05-03 01:27:00,13495405,Norte,Presencial,7,3,BUZ-AZU-unico,2,11827.69,29569.23,,59138.46
1225,2025-05-03 01:27:00,13495405,Norte,Presencial,7,3,CIN-MAR-S,1,13257.96,33144.89,,33144.89
1226,2024-12-08 05:44:00,39738000,Tienda Online,Web,2,5,CAM-CEL-XL,1,14680.23,36700.58,,36700.58
1227,2024-05-09 05:46:00,22660246,Tienda Online,Web,4,5,GOR-ROJ-L,1,11486.7,28716.74,,28716.74
1228,2024-07-11 16:48:00,16244704,Shopping,Presencial,1,2,JEA-LAV-L,1,8748.58,21871.44,,21871.44
1228,2024-07-11 16:48:00,16244704,Shopping,Presencial,1,2,CHU-VER-S,1,13529.35,33823.38,,33823.38
1228,2024-07-11 16:48:00,16244704,Shopping,Presencial,1,2,JOG-AZU-XL,2,16544.66,41361.66,,82723.32
1228,2024-07-11 16:48:00,16244704,Shopping,Presencial,1,2,JOG-AZU-XXL,2,16544.66,41361.66,,82723.32
1229,2024-10-21 09:11:00,30301581,Tienda Online,Web,2,5,SWE-MAR-M,1,13010.13,32525.33,,32525.33
1229,2024-10-21 09:11:00,30301581,Tienda Online,Web,2,5,REM-TUR-M,2,13673.12,34182.8,,68365.6
1229,2024-10-21 09:11:00,30301581,Tienda Online,Web,2,5,JOG-AZU-XL,1,16544.66,41361.66,,41361.66
1230,2024-09-16 23:35:00,18439645,Tienda Online,Web,3,5,MUS-AZU-unico,2,12928.22,32320.56,,64641.12
1230,2024-09-16 23:35:00,18439645,Tienda Online,Web,3,5,CHU-ÍND-XXL,1,13529.35,33823.38,,33823.38
1230,2024-09-16 23:35:00,18439645,Tienda Online,Web,3,5,REM-CEL-S,1,13673.12,34182.8,,34182.8
1230,2024-09-16 23:35:00,18439645,Tienda Online,Web,3,5,CHU-ÍND-XXL,1,13529.35,33823.38,,33823.38
1230,2024-09-16 23:35:00,18439645,Tienda Online,Web,3,5,GOR-GRI-M,1,11486.7,28716.74,,28716.74
1231,2025-02-08 04:32:00,38870188,Tienda Online,Web,5,2,REM-TUR-M,1,13673.12,34182.8,,34182.8
1231,2025-02-08 04:32:00,38870188,Tienda Online,Web,5,2,GOR-GRI-S,1,11486.7,28716.74,,28716.74
1231,2025-02-08 04:32:00,38870188,Tienda Online,Web,5,2,GOR-GRI-unico,1,11486.7,28716.74,,28716.74
1231,2025-02-08 04:32:00,38870188,Tienda Online,Web,5,2,MUS-AZU-S,1,12928.22,32320.56,,32320.56
1231,2025-02-08 04:32:00,38870188,Tienda Online,Web,5,2,JOG-ÍND-XL,1,16544.66,41361.66,,41361.66
1232,2025-10-25 04:12:00,25691522,Tienda Online,Web,6,3,GOR-ROJ-XXL,1,11486.7,28716.74,,28716.74
1232,2025-10-25 04:12:00,25691522,Tienda Online,Web,6,3,CHU-VER-M,1,13529.35,33823.38,,33823.38
1232,2025-10-25 04:12:00,25691522,Tienda Online,Web,6,3,JEA-LAV-unico,1,8748.58,21871.44,,21871.44
1232,2025-10-25 04:12:00,25691522,Tienda Online,Web,6,3,MUS-CEL-S,1,12928.22,32320.56,,32320.56
1233,2024-12-27 06:25:00,32012128,Norte,Presencial,8,2,REM-VIO-L,1,13071.19,32677.97,,32677.97
1233,2024-12-27 06:25:00,32012128,Norte,Presencial,8,2,JOG-ÍND-XXL,1,16544.66,41361.66,,41361.66
1233,2024-12-27 06:25:00,32012128,Norte,Presencial,8,2,REM-VIO-M,1,13071.19,32677.97,,32677.97
1233,2024-12-27 06:25:00,32012128,Norte,Presencial,8,2,REM-VIO-M,1,13071.19,32677.97,,32677.97
1234,2025-06-20 09:52:00,29911725,Tienda Online,Web,2,4,CHU-VER-XL,1,13529.35,33823.38,,33823.38
1234,2025-06-20 09:52:00,29911725,Tienda Online,Web,2,4,JOG-ÍND-S,1,16544.66,41361.66,,41361.66
1235,2025-04-29 18:04:00,14441842,Shopping,Presencial,8,5,JOG-ÍND-XL,1,16544.66,41361.66,,41361.66
1235,2025-04-29 18:04:00,14441842,Shopping,Presencial,8,5,CAM-BEI-unico,2,14680.23,36700.58,,73401.16
1236,2025-05-06 07:31:00,33606133,Tienda Online,Web,1,2,JOG-AZU-unico,1,16544.66,41361.66,,41361.66
1236,2025-05-06 07:31:00,33606133,Tienda Online,Web,1,2,BUZ-NEG-XL,1,11827.69,29569.23,,29569.23
1236,2025-05-06 07:31:00,33606133,Tienda Online,Web,1,2,MUS-CEL-S,1,12928.22,32320.56,,32320.56
1236,2025-05-06 07:31:00,33606133,Tienda Online,Web,1,2,GOR-GRI-XXL,1,11486.7,28716.74,,28716.74
1237,2024-09-17 23:32:00,27906335,Tienda Online,Web,9,3,REM-TUR-XXL,1,13673.12,34182.8,,34182.8
1237,2024-09-17 23:32:00,27906335,Tienda Online,Web,9,3,MUS-AZU-S,1,12928.22,32320.56,,32320.56
1237,2024-09-17 23:32:00,27906335,Tienda Online,Web,9,3,CHU-VER-XL,1,13529.35,33823.38,,33823.38
1237,2024-09-17 23:32:00,27906335,Tienda Online,Web,9,3,CHU-ÍND-XXL,1,13529.35,33823.38,,33823.38
1238,2025-11-15 18:58:00,36669833,Tienda Online,Web,10,5,JEA-LAV-M,1,8748.58,21871.44,,21871.44
1238,2025-11-15 18:58:00,36669833,Tienda Online,Web,10,5,REM-TUR-M,1,13673.12,28029.9,9.0,28029.9
1238,2025-11-15 18:58:00,36669833,Tienda Online,Web,10,5,BUZ-NEG-unico,1,11827.69,29569.23,,29569.23
1238,2025-11-15 18:58:00,36669833,Tienda Online,Web,10,5,JEA-LAV-M,1,8748.58,21871.44,,21871.44
1238,2025-11-15 18:58:00,36669833,Tienda Online,Web,10,5,CIN-ROS-unico,1,13257.96,33144.89,,33144.89
1239,2024-10-05 20:00:00,29142751,Norte,Presencial,10,4,JOG-CEL-L,1,16544.66,41361.66,,41361.66
1240,2024-07-19 08:21:00,17740453,Centro,Presencial,6,1,CHU-NEG-S,1,13529.35,33823.38,,33823.38
1240,2024-07-19 08:21:00,17740453,Centro,Presencial,6,1,JOG-ÍND-XXL,2,16544.66,41361.66,,82723.32
1240,2024-07-19 08:21:00,17740453,Centro,Presencial,6,1,REM-TUR-XXL,1,13673.12,34182.8,,34182.8
1240,2024-07-19 08:21:00,17740453,Centro,Presencial,6,1,MUS-AZU-S,1,12928.22,32320.56,,32320.56
1240,2024-07-19 08:21:00,17740453,Centro,Presencial,6,1,MUS-CEL-L,1,12928.22,32320.56,,32320.56
1241,2024-02-14 06:59:00,41561757,Tienda Online,Web,9,4,MUS-AZU-S,1,12928.22,32320.56,,32320.56
1242,2025-07-15 15:03:00,19706758,Tienda Online,Web,4,2,JOG-CEL-XXL,1,16544.66,41361.66,,41361.66
1242,2025-07-15 15:03:00,19706758,Tienda Online,Web,4,2,BUZ-AZU-unico,1,11827.69,29569.23,,29569.23
1243,2025-10-20 20:05:00,20369856,Centro,Presencial,4,4,MUS-AZU-unico,1,12928.22,32320.56,,32320.56
1243,2025-10-20 20:05:00,20369856,Centro,Presencial,4,4,SWE-AZU-M,1,13010.13,32525.33,,32525.33
1243,2025-10-20 20:05:00,20369856,Centro,Presencial,4,4,CIN-ROS-unico,1,13257.96,33144.89,,33144.89
1243,2025-10-20 20:05:00,20369856,Centro,Presencial,4,4,CHU-VER-M,1,13529.35,33823.38,,33823.38
1243,2025-10-20 20:05:00,20369856,Centro,Presencial,4,4,GOR-GRI-unico,1,11486.7,28716.74,,28716.74
1244,2025-05-16 07:23:00,26161813,Shopping,Presencial,6,4,JEA-NEG-XL,2,8748.58,21871.44,,43742.88
1244,2025-05-16 07:23:00,26161813,Shopping,Presencial,6,4,CHU-VER-M,1,13529.35,33823.38,,33823.38
1244,2025-05-16 07:23:00,26161813,Shopping,Presencial,6,4,GOR-GRI-unico,1,11486.7,28716.74,,28716.74
1244,2025-05-16 07:23:00,26161813,Shopping,Presencial,6,4,JOG-CEL-unico,1,16544.66,41361.66,,41361.66
1244,2025-05-16 07:23:00,26161813,Shopping,Presencial,6,4,BUZ-NEG-S,1,11827.69,29569.23,,29569.23
1245,2024-01-28 03:19:00,14776792,Tienda Online,Web,1,5,JEA-LAV-S,1,8748.58,21871.44,,21871.44
1245,2024-01-28 03:19:00,14776792,Tienda Online,Web,1,5,JEA-NEG-XL,1,8748.58,21871.44,,21871.44
1246,2024-07-02 06:41:00,25442983,Norte,Presencial,4,2,GOR-ROJ-XXL,1,11486.7,28716.74,,28716.74
1247,2025-09-25 04:35:00,35403012,Norte,Presencial,4,1,MUS-CEL-M,1,12928.22,32320.56,,32320.56
1247,2025-09-25 04:35:00,35403012,Norte,Presencial,4,1,MUS-CEL-unico,1,12928.22,21008.36,8.0,21008.36
1247,2025-09-25 04:35:00,35403012,Norte,Presencial,4,1,REM-CEL-unico,1,13673.12,34182.8,,34182.8
1247,2025-09-25 04:35:00,35403012,Norte,Presencial,4,1,JOG-ÍND-M,1,16544.66,41361.66,,41361.66
1248,2024-08-04 02:29:00,12108087,Shopping,Presencial,2,4,CHU-ÍND-unico,1,13529.35,33823.38,,33823.38
1248,2024-08-04 02:29:00,12108087,Shopping,Presencial,2,4,GOR-GRI-S,1,11486.7,28716.74,,28716.74
1249,2025-11-24 18:07:00,12090484,Tienda Online,Web,10,5,MUS-CEL-unico,1,12928.22,32320.56,,32320.56
1249,2025-11-24 18:07:00,12090484,Tienda Online,Web,10,5,GOR-ROJ-XXL,1,11486.7,28716.74,,28716.74
1249,2025-11-24 18:07:00,12090484,Tienda Online,Web,10,5,JOG-ÍND-S,1,16544.66,41361.66,,41361.66
1249,2025-11-24 18:07:00,12090484,Tienda Online,Web,10,5,JOG-ÍND-L,1,16544.66,41361.66,,41361.66
1250,2024-08-07 00:41:00,21048610,Shopping,Presencial,5,4,REM-BLA-XL,1,13071.19,32677.97,,32677.97
1250,2024-08-07 00:41:00,21048610,Shopping,Presencial,5,4,MUS-AZU-M,1,12928.22,32320.56,,32320.56
1250,2024-08-07 00:41:00,21048610,Shopping,Presencial,5,4,MUS-AZU-XXL,2,12928.22,32320.56,,64641.12
1250,2024-08-07 00:41:00,21048610,Shopping,Presencial,5,4,JEA-NEG-XL,1,8748.58,21871.44,,21871.44
1251,2025-06-30 03:51:00,40450329,Tienda Online,Web,7,4,GOR-GRI-S,1,11486.7,28716.74,,28716.74
1251,2025-06-30 03:51:00,40450329,Tienda Online,Web,7,4,MUS-CEL-L,1,12928.22,32320.56,,32320.56
1251,2025-06-30 03:51:00,40450329,Tienda Online,Web,7,4,JEA-LAV-M,1,8748.58,21871.44,,21871.44
1251,2025-06-30 03:51:00,40450329,Tienda Online,Web,7,4,JEA-NEG-XL,1,8748.58,21871.44,,21871.44
1251,2025-06-30 03:51:00,40450329,Tienda Online,Web,7,4,JEA-NEG-M,2,8748.58,21871.44,,43742.88
1252,2025-06-04 20:42:00,26127866,Centro,Presencial,4,1,CAM-BLA-S,1,14680.23,36700.58,,36700.58
1252,2025-06-04 20:42:00,26127866,Centro,Presencial,4,1,CHU-ÍND-L,1,13529.35,33823.38,,33823.38
1252,2025-06-04 20:42:00,26127866,Centro,Presencial,4,1,BUZ-NEG-XL,1,11827.69,29569.23,,29569.23
1253,2024-07-01 01:30:00,14310325,Centro,Presencial,4,4,CAM-BLA-M,1,14680.23,36700.58,,36700.58
1254,2025-03-28 02:26:00,25519695,Tienda Online,Web,2,5,CAM-CEL-S,1,14680.23,36700.58,,36700.58
1254,2025-03-28 02:26:00,25519695,Tienda Online,Web,2,5,CHU-NEG-XL,1,13529.35,33823.38,,33823.38
1254,2025-03-28 02:26:00,25519695,Tienda Online,Web,2,5,CIN-TUR-XL,1,13257.96,33144.89,,33144.89
1255,2024-01-25 01:02:00,16100827,Tienda Online,Web,3,3,REM-BLA-unico,1,13071.19,32677.97,,32677.97
1255,2024-01-25 01:02:00,16100827,Tienda Online,Web,3,3,JEA-LAV-L,1,8748.58,21871.44,,21871.44
1255,2024-01-25 01:02:00,16100827,Tienda Online,Web,3,3,CIN-MAR-M,1,13257.96,33144.89,,33144.89
1255,2024-01-25 01:02:00,16100827,Tienda Online,Web,3,3,CIN-TUR-XXL,1,13257.96,33144.89,,33144.89
1255,2024-01-25 01:02:00,16100827,Tienda Online,Web,3,3,SWE-MAR-M,1,13010.13,32525.33,,32525.33
1256,2025-10-07 20:38:00,16490526,Shopping,Presencial,6,2,CIN-MAR-S,2,13257.96,33144.89,,66289.78
1257,2024-10-26 08:54:00,24377188,Tienda Online,Web,9,1,GOR-ROJ-S,1,11486.7,28716.74,,28716.74
1257,2024-10-26 08:54:00,24377188,Tienda Online,Web,9,1,CAM-BEI-unico,1,14680.23,36700.58,,36700.58
1257,2024-10-26 08:54:00,24377188,Tienda Online,Web,9,1,CAM-BLA-M,2,14680.23,36700.58,,73401.16
1257,2024-10-26 08:54:00,24377188,Tienda Online,Web,9,1,REM-VIO-XL,1,13071.19,32677.97,,32677.97
1257,2024-10-26 08:54:00,24377188,Tienda Online,Web,9,1,CIN-MAR-unico,1,13257.96,33144.89,,33144.89
1258,2025-05-28 21:13:00,38902901,Centro,Presencial,6,1,JOG-ÍND-XXL,1,16544.66,41361.66,,41361.66
1258,2025-05-28 21:13:00,38902901,Centro,Presencial,6,1,REM-CEL-S,1,13673.12,34182.8,,34182.8
1258,2025-05-28 21:13:00,38902901,Centro,Presencial,6,1,REM-TUR-M,1,13673.12,34182.8,,34182.8
1258,2025-05-28 21:13:00,38902901,Centro,Presencial,6,1,CHU-ÍND-XXL,1,13529.35,33823.38,,33823.38
1258,2025-05-28 21:13:00,38902901,Centro,Presencial,6,1,SWE-MAR-unico,1,13010.13,32525.33,,32525.33
1259,2025-01-05 17:36:00,27579520,Shopping,Presencial,3,5,JEA-NEG-M,1,8748.58,21871.44,,21871.44
1260,2024-10-02 17:27:00,23707602,Tienda Online,Web,6,3,CHU-NEG-XXL,1,13529.35,33823.38,,33823.38
1260,2024-10-02 17:27:00,23707602,Tienda Online,Web,6,3,CIN-TUR-XXL,1,13257.96,33144.89,,33144.89
1260,2024-10-02 17:27:00,23707602,Tienda Online,Web,6,3,GOR-GRI-M,1,11486.7,28716.74,,28716.74
1261,2024-02-10 21:20:00,13495405,Norte,Presencial,7,1,SWE-AZU-XXL,1,13010.13,32525.33,,32525.33
1261,2024-02-10 21:20:00,13495405,Norte,Presencial,7,1,SWE-MAR-XXL,1,13010.13,32525.33,,32525.33
1261,2024-02-10 21:20:00,13495405,Norte,Presencial,7,1,REM-TUR-XXL,1,13673.12,34182.8,,34182.8
1261,2024-02-10 21:20:00,13495405,Norte,Presencial,7,1,CIN-TUR-XL,1,13257.96,33144.89,,33144.89
1261,2024-02-10 21:20:00,13495405,Norte,Presencial,7,1,CAM-BLA-S,1,14680.23,36700.58,,36700.58
1262,2024-03-07 02:04:00,16194045,Tienda Online,Web,2,1,CAM-BLA-S,1,14680.23,36700.58,,36700.58
1262,2024-03-07 02:04:00,16194045,Tienda Online,Web,2,1,BUZ-NEG-S,2,11827.69,29569.23,,59138.46
1262,2024-03-07 02:04:00,16194045,Tienda Online,Web,2,1,CIN-ROS-L,1,13257.96,33144.89,,33144.89
1263,2025-10-02 08:49:00,31822825,Tienda Online,Web,9,2,CHU-ÍND-XXL,1,13529.35,33823.38,,33823.38
1263,2025-10-02 08:49:00,31822825,Tienda Online,Web,9,2,CIN-ROS-unico,1,13257.96,33144.89,,33144.89
1263,2025-10-02 08:49:00,31822825,Tienda Online,Web,9,2,JOG-AZU-XL,1,16544.66,26885.08,8.0,26885.08
1263,2025-10-02 08:49:00,31822825,Tienda Online,Web,9,2,MUS-CEL-S,1,12928.22,32320.56,,32320.56
1264,2024-10-29 05:49:00,15815848,Centro,Presencial,5,5,CHU-ÍND-XXL,1,13529.35,33823.38,,33823.38
1265,2024-05-13 12:34:00,14684875,Norte,Presencial,7,5,REM-BLA-unico,1,13071.19,31877.97,12.0,31877.97
1265,2024-05-13 12:34:00,14684875,Norte,Presencial,7,5,CHU-VER-S,2,13529.35,33823.38,,67646.76
1265,2024-05-13 12:34:00,14684875,Norte,Presencial,7,5,MUS-CEL-unico,1,12928.22,32320.56,,32320.56
1266,2024-10-24 01:26:00,16570543,Tienda Online,Web,4,4,CHU-NEG-XL,1,13529.35,33823.38,,33823.38
1266,2024-10-24 01:26:00,16570543,Tienda Online,Web,4,4,JEA-LAV-M,1,8748.58,21871.44,,21871.44
1266,2024-10-24 01:26:00,16570543,Tienda Online,Web,4,4,GOR-GRI-M,1,11486.7,28716.74,,28716.74
1267,2024-03-27 16:02:00,30831897,Tienda Online,Web,7,3,CAM-BEI-L,1,14680.23,36700.58,,36700.58
1267,2024-03-27 16:02:00,30831897,Tienda Online,Web,7,3,CIN-MAR-XL,1,13257.96,33144.89,,33144.89
1267,2024-03-27 16:02:00,30831897,Tienda Online,Web,7,3,REM-TUR-XXL,1,13673.12,34182.8,,34182.8
1268,2024-04-21 12:34:00,18889009,Norte,Presencial,9,5,GOR-GRI-XXL,2,11486.7,28716.74,,57433.48
1268,2024-04-21 12:34:00,18889009,Norte,Presencial,9,5,CAM-CEL-unico,1,14680.23,36700.58,,36700.58
1268,2024-04-21 12:34:00,18889009,Norte,Presencial,9,5,GOR-GRI-unico,1,11486.7,28716.74,,28716.74
1269,2024-12-14 01:16:00,12677299,Centro,Presencial,5,1,CIN-ROS-unico,1,13257.96,33144.89,,33144.89
1269,2024-12-14 01:16:00,12677299,Centro,Presencial,5,1,JEA-LAV-L,1,8748.58,21871.44,,21871.44
1270,2024-09-20 20:02:00,22960720,Tienda Online,Web,7,1,CIN-MAR-M,1,13257.96,33144.89,,33144.89
1270,2024-09-20 20:02:00,22960720,Tienda Online,Web,7,1,REM-BLA-S,1,13071.19,32677.97,,32677.97
1271,2025-04-10 17:57:00,26929655,Centro,Presencial,9,1,BUZ-AZU-unico,1,11827.69,29569.23,,29569.23
1271,2025-04-10 17:57:00,26929655,Centro,Presencial,9,1,CAM-BEI-XXL,1,14680.23,36700.58,,36700.58
1272,2024-11-26 07:42:00,25293994,Tienda Online,Web,1,4,CIN-ROS-XXL,1,13257.96,33144.89,,33144.89
1273,2025-06-01 16:57:00,19674106,Shopping,Presencial,7,3,CIN-TUR-XL,1,13257.96,33144.89,,33144.89
1273,2025-06-01 16:57:00,19674106,Shopping,Presencial,7,3,CAM-BLA-S,1,14680.23,36700.58,,36700.58
1273,2025-06-01 16:57:00,19674106,Shopping,Presencial,7,3,REM-TUR-S,2,13673.12,34182.8,,68365.6
1273,2025-06-01 16:57:00,19674106,Shopping,Presencial,7,3,JEA-NEG-XXL,1,8748.58,21871.44,,21871.44
1274,2024-01-31 20:00:00,27675739,Centro,Presencial,7,3,CAM-BLA-S,2,14680.23,36700.58,,73401.16
1274,2024-01-31 20:00:00,27675739,Centro,Presencial,7,3,CHU-ÍND-XXL,1,13529.35,33823.38,,33823.38
1274,2024-01-31 20:00:00,27675739,Centro,Presencial,7,3,CHU-NEG-S,1,13529.35,33823.38,,33823.38
1274,2024-01-31 20:00:00,27675739,Centro,Presencial,7,3,GOR-GRI-unico,1,11486.7,28716.74,,28716.74
1274,2024-01-31 20:00:00,27675739,Centro,Presencial,7,3,GOR-GRI-M,1,11486.7,28716.74,,28716.74
1275,2025-09-02 04:05:00,14407860,Tienda Online,Web,1,4,JOG-AZU-L,1,16544.66,41361.66,,41361.66
1275,2025-09-02 04:05:00,14407860,Tienda Online,Web,1,4,MUS-CEL-L,1,12928.22,28442.09,6.0,28442.09
1276,2024-05-06 17:57:00,30643479,Norte,Presencial,5,5,JEA-NEG-XL,1,8748.58,21871.44,,21871.44
1276,2024-05-06 17:57:00,30643479,Norte,Presencial,5,5,REM-CEL-XXL,1,13673.12,34182.8,,34182.8
1277,2025-02-21 06:38:00,13635366,Tienda Online,Web,4,2,MUS-CEL-S,1,12928.22,32320.56,,32320.56
1277,2025-02-21 06:38:00,13635366,Tienda Online,Web,4,2,JOG-ÍND-XL,1,16544.66,41361.66,,41361.66
1277,2025-02-21 06:38:00,13635366,Tienda Online,Web,4,2,CHU-NEG-XL,1,13529.35,33823.38,,33823.38
1277,2025-02-21 06:38:00,13635366,Tienda Online,Web,4,2,REM-BLA-XL,1,13071.19,32677.97,,32677.97
1277,2025-02-21 06:38:00,13635366,Tienda Online,Web,4,2,REM-CEL-unico,1,13673.12,34182.8,,34182.8
1278,2024-10-28 04:26:00,28011719,Tienda Online,Web,7,5,JOG-CEL-XL,1,16544.66,41361.66,,41361.66
1279,2024-12-11 08:06:00,35186423,Shopping,Presencial,7,4,CAM-BLA-M,1,14680.23,36700.58,,36700.58
1280,2024-04-29 04:23:00,14310325,Tienda Online,Web,1,1,CAM-BLA-M,1,14680.23,36700.58,,36700.58
1281,2025-01-04 13:19:00,26723413,Tienda Online,Web,2,5,JOG-AZU-unico,1,16544.66,41361.66,,41361.66
1282,2025-04-11 02:28:00,44185636,Tienda Online,Web,2,2,CHU-ÍND-XL,1,13529.35,33823.38,,33823.38
1282,2025-04-11 02:28:00,44185636,Tienda Online,Web,2,2,CIN-MAR-XL,1,13257.96,33144.89,,33144.89
1283,2025-03-22 19:31:00,21989124,Shopping,Presencial,8,4,SWE-MAR-XXL,1,13010.13,32525.33,,32525.33
1283,2025-03-22 19:31:00,21989124,Shopping,Presencial,8,4,CHU-ÍND-L,1,13529.35,33823.38,,33823.38
1284,2024-04-28 08:15:00,32292589,Tienda Online,Web,1,5,CIN-TUR-XL,1,13257.96,33144.89,,33144.89
1284,2024-04-28 08:15:00,32292589,Tienda Online,Web,1,5,CHU-VER-L,1,13529.35,33823.38,,33823.38
1284,2024-04-28 08:15:00,32292589,Tienda Online,Web,1,5,GOR-ROJ-S,2,11486.7,28716.74,,57433.48
1284,2024-04-28 08:15:00,32292589,Tienda Online,Web,1,5,CIN-ROS-L,1,13257.96,33144.89,,33144.89
1285,2024-05-19 13:54:00,40427850,Tienda Online,Web,4,2,GOR-GRI-XXL,1,11486.7,27916.74,12.0,27916.74
1285,2024-05-19 13:54:00,40427850,Tienda Online,Web,4,2,JOG-ÍND-XL,1,16544.66,40561.66,12.0,40561.66
